3.2158880678998056e-05,0.000165581027122246 
0.0007495102328351352,1.4725623163693111e-05 
0.0006910335211657646,1.654221749757185e-05 
0.0004633549992699862,1.7804465106791793e-05 
0.00016534116666635026,2.3861958240182536e-05 
0.0002790160903149931,2.3429701126384756e-05 
4.013625550282514e-05,0.00011161722072336065 
4.0019853048199865e-05,0.00012403518285839248 
7.016967291207277e-05,3.683876081830178e-05 
0.0001389357366209387,3.324350666476252e-05 
4.0264554331031956e-05,0.00010050094896920693 
0.0003608985437461461,1.9729819958777105e-05 
6.470913625001131e-05,4.2798362782930574e-05 
0.0003942851967414433,1.8353139205332407e-05 
0.00046314709453734314,1.7863328893743093e-05 
3.6028158692997993e-05,0.0001507248386433816 
0.0007321837397291267,1.5010755382999404e-05 
4.286467498886308e-05,9.438466073308596e-05 
6.0947140535034996e-05,5.3952287169531116e-05 
3.946269115806403e-05,0.0001321997411514366 
3.604716938232803e-05,0.000150697957174219 
3.620255977273201e-05,0.0001414092784900688 
0.0003194925387168164,2.012882411544267e-05 
0.0003924949379239182,1.847797159807438e-05 
3.653884748819726e-05,0.00013546797991746858 
4.541554663757639e-05,8.782667515386906e-05 
5.8476673770761853e-05,5.943203785839751e-05 
6.76755127347892e-05,3.887023130374947e-05 
0.0001550981882178467,2.682550205367084e-05 
5.532511510967933e-05,6.736011108564484e-05 
0.000307065342724414,2.1400479123636577e-05 
3.635717079261691e-05,0.0001412410830971154 
6.032301883474381e-05,5.5422856628004275e-05 
0.0001536829968698866,2.8568770453967635e-05 
0.00015171723203239178,3.182205641068963e-05 
4.7705239224387144e-05,8.291314609703984e-05 
4.7628696856484055e-05,8.537426891602881e-05 
0.0002941638238543945,2.202987820716022e-05 
0.0002917129030604302,2.2901234980288133e-05 
5.028596797138811e-05,7.671692617039223e-05 
5.3582049448300424e-05,7.136650092874836e-05 
5.703875474543686e-05,6.198019389832242e-05 
5.6010830650050046e-05,6.4946696230996e-05 
5.24681500683479e-05,7.534677630678449e-05 
0.00014776209854277752,3.291678093498792e-05 
5.344725387819221e-05,7.167964456173998e-05 
4.916970504962844e-05,7.940574800364888e-05 
3.856564784743841e-05,0.0001338699948187983 
0.00031792874191727966,2.018246565841427e-05 
4.913081527836401e-05,8.039478987392139e-05 
